Page;product;experimental;unreleased;season;alternateRecipe;mainRecipe;recipeName;craftedIn;avgPower;inCraftBench;inWorkShop;researchTier;producedIn;craftingTime;craftingClicks;productCount;productsPerMinute;product2;productCount2;productsPerMinute2;product3;productCount3;productsPerMinute3;product4;productCount4;productsPerMinute4;quantity1;ingredient1;quantity2;ingredient2;quantity3;ingredient3;quantity4;ingredient4;quantity5;ingredient5;quantity6;ingredient6;quantity7;ingredient7;quantity8;ingredient8;quantity9;ingredient9;quantity10;ingredient10
Pipeline;"Pipeline Mk.2 (No Indicator)";0;0;;0;1;"Pipeline Mk.2 (No Indicator)";"Build Gun";;;;"[[AWESOME Shop]] - Clean Pipeline Mk.2";;;;1;;;;;;;;;;;2;"Copper Sheet";1;Plastic;;;;;;;;;;;;;;;;
"Pipeline Junction Cross";"Pipeline Junction Cross";0;0;;0;1;"Pipeline Junction Cross";"Build Gun";;;;"[[Tier 3]] - Coal Power";;;;1;;;;;;;;;;;5;"Copper Sheet";;;;;;;;;;;;;;;;;;
"Pipeline Pump";"Pipeline Pump Mk.1";0;0;;0;1;"Pipeline Pump Mk.1";"Build Gun";;;;"[[Tier 3]] - Coal Power";;;;1;;;;;;;;;;;2;"Copper Sheet";2;Rotor;;;;;;;;;;;;;;;;
"Pipeline Pump";"Pipeline Pump Mk.2";0;0;;0;1;"Pipeline Pump Mk.2";"Build Gun";;;;"[[Tier 6]] - Pipeline Engineering Mk.2";;;;1;;;;;;;;;;;2;Motor;4;"Encased Industrial Beam";8;Plastic;;;;;;;;;;;;;;
"Pipeline Supports";"Pipeline Floor Hole";0;0;;0;1;"Pipeline Floor Hole";"Build Gun";;;;"[[AWESOME Shop]] - Pipeline Floor Hole";;;;1;;;;;;;;;;;2;"Iron Rod";2;"Iron Plate";2;Concrete;;;;;;;;;;;;;;
"Pipeline Supports";"Pipeline Support";0;0;;0;1;"Pipeline Support";"Build Gun";;;;"[[Tier 3]] - Coal Power";;;;1;;;;;;;;;;;2;"Iron Plate";2;Concrete;;;;;;;;;;;;;;;;
"Pipeline Supports";"Pipeline Wall Hole";0;0;;0;1;"Pipeline Wall Hole";"Build Gun";;;;"[[AWESOME Shop]] - Pipeline Wall Attachments";;;;1;;;;;;;;;;;2;"Iron Rod";1;"Iron Plate";2;Concrete;;;;;;;;;;;;;;
"Pipeline Supports";"Pipeline Wall Support";0;0;;0;1;"Pipeline Wall Support";"Build Gun";;;;"[[AWESOME Shop]] - Pipeline Wall Attachments";;;;1;;;;;;;;;;;2;"Iron Rod";1;"Iron Plate";2;Concrete;;;;;;;;;;;;;;
"Pipeline Supports";"Stackable Pipeline Support";0;0;;0;1;"Stackable Pipeline Support";"Build Gun";;;;"[[Tier 4]] - Logistics Mk.3";;;;1;;;;;;;;;;;4;"Iron Plate";2;"Iron Rod";2;Concrete;;;;;;;;;;;;;;
Plastic;Plastic;0;0;;0;0;Plastic;Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;2;20;"Heavy Oil Residue";1;10;;;0;;;0;3;"Crude Oil";;;;;;;;;;;;;;;;;;
Plastic;Plastic;0;0;;0;0;"Residual Plastic";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;2;20;;;0;;;0;;;0;6;"Polymer Resin";2;Water;;;;;;;;;;;;;;;;
Plastic;Plastic;0;0;;1;0;"Recycled Plastic";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;12;;12;60;;;0;;;0;;;0;6;Rubber;6;Fuel;;;;;;;;;;;;;;;;
"Plutonium Fuel Rod";"Plutonium Fuel Rod";0;0;;0;0;"Plutonium Fuel Rod";Manufacturer;;0;0;"[[Tier 8]] - Particle Enrichment";;240;;1;0.3;;;0;;;0;;;0;30;"Encased Plutonium Cell";18;"Steel Beam";6;"Electromagnetic Control Rod";10;"Heat Sink";;;;;;;;;;;;
"Plutonium Fuel Rod";"Plutonium Fuel Rod";0;0;;1;0;"Plutonium Fuel Unit";Assembler;;0;0;"[[Tier 8]] - Particle Enrichment";;120;;1;0.5;;;0;;;0;;;0;20;"Encased Plutonium Cell";1;"Pressure Conversion Cube";;;;;;;;;;;;;;;;
"Plutonium Pellet";"Plutonium Pellet";0;0;;0;0;"Plutonium Pellet";"Particle Accelerator";500;0;0;"[[Tier 8]] - Particle Enrichment";;60;;30;30;;;0;;;0;;;0;100;"Non-fissile Uranium";25;"Uranium Waste";;;;;;;;;;;;;;;;
"Plutonium Waste";"Plutonium Waste";0;0;;0;0;"Plutonium Waste";"Nuclear Power Plant";;0;0;"[[Tier 8]] - Nuclear Power&lt;br&gt;[[Tier 8]] - Particle Enrichment";;600;;10;1;;;0;;;0;;;0;1;"Plutonium Fuel Rod";3000;Water;;;;;;;;;;;;;;;;
"Polymer Resin";"Polymer Resin";0;0;;1;0;"Polymer Resin";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;13;130;"Heavy Oil Residue";2;20;;;0;;;0;6;"Crude Oil";;;;;;;;;;;;;;;;;;
"Power Line";"Power Line";0;0;;0;1;"Power Line";"Build Gun";;;;"[[Tier 0]] - HUB Upgrade 2";;;;1;;;;;;;;;;;1;Cable;;;;;;;;;;;;;;;;;;
"Power Pole";"Double Wall Outlet Mk.1";0;0;;0;1;"Double Wall Outlet Mk.1";"Build Gun";;;;"[[Tier 0]] - HUB Upgrade 3&lt;br /&gt;[[AWESOME Shop]] - Wall Outlets Mk.1";;;;1;;;;;;;;;;;8;Wire;2;"Iron Rod";;;;;;;;;;;;;;;;
"Power Pole";"Double Wall Outlet Mk.2";0;0;;0;1;"Double Wall Outlet Mk.2";"Build Gun";;;;"[[Caterium Research]]&lt;br /&gt;[[AWESOME Shop]] - Wall Outlets Mk.2";;;;1;;;;;;;;;;;16;Quickwire;4;"Iron Rod";;;;;;;;;;;;;;;;
